location,site,species,id,number,fl,tl,wt,month,season,year
creek,downstream,yellow perch,,1,121,128,20.6,october,fall,2023
creek,downstream,yellow perch,,bulk,85,89,106.9,october,fall,2023
creek,downstream,yellow perch,,3,64,67,10,october,fall,2023
creek,downstream,yellow perch,,1,58,62,2,october,fall,2023
creek,downstream,yellow perch,,10,63,68,28.6,october,fall,2023
creek,downstream,yellow perch,,8,83,88,61.8,october,fall,2023
creek,downstream,yellow perch,,7,82,87,50.8,october,fall,2023
creek,downstream,yellow perch,,1,93,97,9.4,october,fall,2023
creek,downstream,yellow perch,,bulk,60,64,205.1,october,fall,2023
creek,downstream,yellow perch,,bulk,65,69,210,october,fall,2023
creek,downstream,yellow perch,,bulk,63,67,182.9,october,fall,2023
creek,downstream,yellow perch,,bulk,65,69,178.6,october,fall,2023
creek,downstream,yellow perch,,1,58,62,1.6,october,fall,2023
creek,downstream,yellow perch,,1,84,88,6.4,october,fall,2023
creek,downstream,yellow perch,,bulk,85,89,146.8,october,fall,2023
creek,downstream,yellow perch,,bulk,85,89,177.5,october,fall,2023
creek,downstream,yellow perch,,bulk,95,100,169.5,october,fall,2023
creek,downstream,yellow perch,,bulk,78,83,86.6,october,fall,2023
creek,downstream,yellow perch,,4,88,93,25.5,october,fall,2023
creek,downstream,yellow perch,CR5-023-YP-6,1,142,148,29.4,october,fall,2023
creek,downstream,yellow perch,,bulk,117,122,94.6,october,fall,2023
creek,downstream,yellow perch,,bulk,100,105,134.7,october,fall,2023
creek,downstream,yellow perch,,1,87,92,7.4,october,fall,2023
creek,downstream,yellow perch,,bulk,58,62,63,october,fall,2023
creek,downstream,yellow perch,,bulk,65,68,121.3,october,fall,2023
creek,downstream,yellow perch,,bulk,68,73,250.9,october,fall,2023
creek,downstream,yellow perch,,bulk,63,66,120,october,fall,2023
creek,downstream,yellow perch,,5,63,68,13,october,fall,2023
creek,downstream,yellow perch,,bulk,90,94,108.9,october,fall,2023
creek,downstream,yellow perch,,bulk,116,124,198.4,october,fall,2023
creek,downstream,yellow perch,,bulk,83,87,274.6,october,fall,2023
creek,downstream,yellow perch,,bulk,88,93,260.1,october,fall,2023
creek,downstream,yellow perch,,bulk,93,98,90.6,october,fall,2023
creek,downstream,yellow perch,,1,62,66,1.8,october,fall,2023
creek,downstream,yellow perch,,bulk,82,87,187.5,october,fall,2023
creek,downstream,yellow perch,,bulk,80,85,148.7,october,fall,2023
creek,downstream,yellow perch,,bulk,86,92,244.1,october,fall,2023
creek,downstream,yellow perch,,bulk,105,111,173.9,october,fall,2023
creek,downstream,yellow perch,,1,90,95,8.4,october,fall,2023
creek,downstream,yellow perch,,1,60,64,2.2,october,fall,2023
creek,downstream,yellow perch,,bulk,82,87,191.5,october,fall,2023
creek,downstream,yellow perch,,bulk,66,69,161.6,october,fall,2023
creek,downstream,yellow perch,,bulk,85,90,55.6,october,fall,2023
creek,downstream,yellow perch,,6,60,64,15.9,october,fall,2023
creek,downstream,yellow perch,,bulk,62,66,131,october,fall,2023
creek,downstream,yellow perch,,bulk,64,67,105.1,october,fall,2023
creek,downstream,yellow perch,,3,65,69,11.6,october,fall,2023
creek,downstream,yellow perch,,1,67,70,3,october,fall,2023
creek,downstream,yellow perch,,bulk,65,68,79.4,october,fall,2023
creek,downstream,yellow perch,,bulk,65,70,377.9,october,fall,2023
creek,downstream,yellow perch,,bulk,84,87,373.5,october,fall,2023
creek,downstream,yellow perch,,bulk,66,69,127.2,october,fall,2023
creek,downstream,yellow perch,,1,85,90,7.2,october,fall,2023
creek,downstream,yellow perch,,4,62,65,13.8,october,fall,2023
creek,downstream,yellow perch,,bulk,101,107,125.2,october,fall,2023
creek,downstream,yellow perch,,1,122,129,21.3,october,fall,2023
creek,downstream,yellow perch,,bulk,87,93,207.6,october,fall,2023
creek,downstream,yellow perch,,bulk,86,91,194.9,october,fall,2023
creek,downstream,yellow perch,,5,84,89,33.7,october,fall,2023
creek,downstream,yellow perch,,9,98,104,100.4,october,fall,2023
creek,downstream,yellow perch,,8,97,102,90.6,october,fall,2023
creek,downstream,yellow perch,,1,80,84,5.7,october,fall,2023
creek,downstream,yellow perch,,1,80,84,4.9,october,fall,2023
creek,downstream,yellow perch,,bulk,85,89,207.1,october,fall,2023
creek,downstream,yellow perch,,bulk,97,102,291.4,october,fall,2023
creek,downstream,yellow perch,,bulk,97,102,132.4,october,fall,2023
creek,downstream,yellow perch,,5,90,94,40.6,october,fall,2023
creek,downstream,yellow perch,,2,132,138,47.3,october,fall,2023
creek,downstream,yellow perch,,bulk,97,102,131.6,october,fall,2023
creek,downstream,yellow perch,,bulk,105,110,152.6,october,fall,2023
creek,downstream,yellow perch,,bulk,115,121,114.8,october,fall,2023
creek,downstream,yellow perch,,bulk,97,102,152.5,october,fall,2023
creek,downstream,yellow perch,,bulk,91,95,119.5,october,fall,2023
creek,downstream,yellow perch,,6,85,91,45.6,october,fall,2023
creek,downstream,yellow perch,,bulk,80,85,143.5,october,fall,2023
creek,downstream,yellow perch,,bulk,66,69,54.3,october,fall,2023
creek,downstream,yellow perch,,1,59,62,,october,fall,2023
creek,downstream,yellow perch,,4,87,91,33.6,october,fall,2023
creek,downstream,yellow perch,,1,110,115,13.5,october,fall,2023
creek,downstream,yellow perch,,bulk,85,62,40.3,october,fall,2023
creek,downstream,yellow perch,,bulk,58,62,198.2,october,fall,2023
creek,downstream,yellow perch,,1,97,101,9.4,october,fall,2023
creek,downstream,yellow perch,,bulk,85,90,193.9,october,fall,2023
creek,downstream,yellow perch,,bulk,80,84,279.5,october,fall,2023
creek,downstream,yellow perch,,bulk,76,81,150.9,october,fall,2023
creek,downstream,yellow perch,,bulk,60,64,70.4,october,fall,2023
creek,downstream,yellow perch,,bulk,62,66,31.7,october,fall,2023
creek,downstream,yellow perch,,2,103,110,29.8,october,fall,2023
creek,downstream,yellow perch,,bulk,93,97,249.2,october,fall,2023
creek,downstream,yellow perch,,bulk,96,101,49.3,october,fall,2023
creek,downstream,yellow perch,,bulk,84,88,136.3,october,fall,2023
creek,downstream,yellow perch,,1,135,140,23.5,october,fall,2023
creek,downstream,yellow perch,,bulk,75,80,105.9,october,fall,2023
creek,downstream,yellow perch,,bulk,93,97,97.9,october,fall,2023
creek,downstream,yellow perch,,bulk,105,110,99.6,october,fall,2023
creek,downstream,yellow perch,,bulk,60,64,108.5,october,fall,2023
creek,downstream,yellow perch,,bulk,63,67,34,october,fall,2023
creek,downstream,yellow perch,,bulk,77,83,104.5,october,fall,2023
creek,downstream,yellow perch,,bulk,57,61,17.8,october,fall,2023
creek,downstream,yellow perch,,bulk,61,65,87.7,october,fall,2023
creek,downstream,yellow perch,,1,67,72,3,october,fall,2023
creek,downstream,yellow perch,,bulk,97,102,122.2,october,fall,2023
creek,downstream,yellow perch,,bulk,91,97,84,october,fall,2023
creek,downstream,yellow perch,,4,102,107,48.3,october,fall,2023
creek,downstream,yellow perch,,1,141,148,28.5,october,fall,2023
creek,downstream,yellow perch,,1,128,134,22.3,october,fall,2023
creek,downstream,yellow perch,,1,138,144,28.5,october,fall,2023
creek,downstream,yellow perch,,1,88,93,8,october,fall,2023
creek,downstream,yellow perch,,1,99,104,9.9,october,fall,2023
creek,downstream,yellow perch,,17,90,95,137.2,october,fall,2023
creek,downstream,yellow perch,,12,91,96,92.2,october,fall,2023
creek,downstream,yellow perch,,16,90,95,115.4,october,fall,2023
creek,downstream,yellow perch,,6,100,105,70.6,october,fall,2023
creek,downstream,yellow perch,,16,105,110,154.6,october,fall,2023
creek,downstream,yellow perch,,19,91,96,161.9,october,fall,2023
creek,downstream,yellow perch,,2,131,138,42.9,october,fall,2023
creek,downstream,yellow perch,,23,90,94,194.6,october,fall,2023
creek,downstream,yellow perch,,10,95,99,81.4,october,fall,2023
creek,downstream,yellow perch,,1,85,90,5,october,fall,2023
creek,downstream,yellow perch,,1,58,62,2,october,fall,2023
creek,downstream,yellow perch,,20,103,108,170.6,october,fall,2023
creek,downstream,yellow perch,,3,85,99,20.4,october,fall,2023
creek,downstream,yellow perch,,1,84,89,7,october,fall,2023
lake,EF1-22-413,yellow perch,,6,NA,NA,NA,may,spring,2022
lake,EF1-22-506,yellow perch,,1,NA,NA,NA,may,spring,2022
lake,EF2,yellow perch,,1,88,92,7.8,august,summer,2022
lake,EF2,yellow perch,,1,103,107,11.5,august,summer,2022
lake,EF2-22-510,yellow perch,,15,NA,NA,NA,may,spring,2022
lake,EF3-22-415,yellow perch,,2,NA,NA,NA,may,spring,2022
creek,EF4,yellow perch,,1,10.8,11.4,13.3,august,summer,2022
creek,EF4,yellow perch,,1,73,78,4.4,august,summer,2022
creek,EF4,yellow perch,,1,80,85,8.8,august,summer,2022
creek,EF4,yellow perch,,1,82,86,5.2,august,summer,2022
creek,EF4,yellow perch,,1,79,83,4.6,august,summer,2022
creek,EF4,yellow perch,,8,73,77,30.5,august,summer,2022
lake,LK10,yellow perch,Lk10-M23-YP-4,1,137,147,38.5,may,spring,2023
lake,LK10,yellow perch,Lk10-M23-YP-5,1,73,76,15.7,may,spring,2023
lake,LK10,yellow perch,Lk10-M23-YP-6,1,91,95,7.7,may,spring,2023
lake,LK10,yellow perch,Lk10-M23-YP-7,1,68,72,2.2,may,spring,2023
lake,LK10,yellow perch,Lk10-M23-YP-8,1,107,112,9.5,may,spring,2023
lake,LK10,yellow perch,,1,107,110,9.4,may,spring,2023
lake,LK10,yellow perch,,1,95,100,8.2,may,spring,2023
lake,LK10,yellow perch,,1,64,70,1.9,may,spring,2023
lake,LK10,yellow perch,,1,67,72,4.5,may,spring,2023
lake,LK10,yellow perch,,1,83,90,6.5,may,spring,2023
lake,LK10,yellow perch,,1,77,82,4.3,may,spring,2023
lake,LK10,yellow perch,,1,76,81,,may,spring,2023
lake,LK10,yellow perch,,1,77,83,2.9,may,spring,2023
lake,LK10,yellow perch,,1,92,96,6.5,may,spring,2023
lake,LK10,yellow perch,,1,83,85,5.1,may,spring,2023
lake,LK10,yellow perch,,1,82,86,5.5,may,spring,2023
lake,LK10,yellow perch,,1,80,85,4.3,may,spring,2023
lake,LK10,yellow perch,,1,67,70,3.7,may,spring,2023
lake,LK10,yellow perch,,1,79,83,3.9,may,spring,2023
lake,LK10,yellow perch,,7,66,70,17.9,may,spring,2023
lake,LK10,yellow perch,,21,73,78,59.5,may,spring,2023
lake,LK10,yellow perch,,1,111,116,12.2,may,spring,2023
lake,LK10,yellow perch,,3,111,116,34.9,may,spring,2023
lake,LK10,yellow perch,,7,88,91,42.5,may,spring,2023
lake,LK10,yellow perch,,4,67,71,10.4,may,spring,2023
lake,LK10,yellow perch,,2,80,85,10,may,spring,2023
lake,LK10,yellow perch,,7,65,69,21.8,may,spring,2023
lake,LK10,yellow perch,,3,60,64,7.9,may,spring,2023
lake,LK10,yellow perch,,1,85,90,7,may,spring,2023
lake,LK10,yellow perch,,1,82,88,4.3,may,spring,2023
lake,LK10,yellow perch,,1,137,147,38.5,may,spring,2023
lake,LK10,yellow perch,,1,73,76,15.7,may,spring,2023
lake,LK10,yellow perch,,1,91,95,7.7,may,spring,2023
lake,LK10,yellow perch,,1,68,72,2.2,may,spring,2023
lake,LK10,yellow perch,,1,107,112,9.5,may,spring,2023
lake,LK10,yellow perch,,1,107,110,9.4,may,spring,2023
lake,LK10,yellow perch,,1,95,100,8.2,may,spring,2023
lake,LK10,yellow perch,,1,64,70,1.9,may,spring,2023
lake,LK10,yellow perch,,1,67,72,4.5,may,spring,2023
lake,LK10,yellow perch,,1,83,90,6.5,may,spring,2023
lake,LK10,yellow perch,,1,77,82,4.3,may,spring,2023
lake,LK10,yellow perch,,1,76,81,,may,spring,2023
lake,LK10,yellow perch,,1,77,83,2.9,may,spring,2023
lake,LK10,yellow perch,,1,92,96,6.5,may,spring,2023
lake,LK10,yellow perch,,1,83,85,5.1,may,spring,2023
lake,LK10,yellow perch,,1,82,86,5.5,may,spring,2023
lake,LK10,yellow perch,,1,80,85,4.3,may,spring,2023
lake,LK10,yellow perch,,1,67,70,3.7,may,spring,2023
lake,LK10,yellow perch,,1,79,83,3.9,may,spring,2023
lake,LK10,yellow perch,,1,115,121,16,october,fall,2023
lake,LK10,yellow perch,,1,101,106,11.5,october,fall,2023
lake,LK10,yellow perch,,1,133,139,24.7,october,fall,2023
lake,LK10,yellow perch,,1,94,98,9,october,fall,2023
lake,LK10,yellow perch,,1,87,92,7.8,october,fall,2023
lake,LK10,yellow perch,,1,119,125,16.6,october,fall,2023
lake,LK10,yellow perch,,1,111,116,13.6,october,fall,2023
lake,LK10,yellow perch,,1,99,105,9.7,october,fall,2023
lake,LK10,yellow perch,,1,95,100,9.1,october,fall,2023
lake,LK10,yellow perch,,1,65,68,2.2,october,fall,2023
lake,LK10,yellow perch,,1,73,76,3.7,october,fall,2023
lake,LK10 ,yellow perch,,1,110,116,15.9,october,fall,2023
lake,LK2,yellow perch,,1,85,89,4.7,august,summer,2023
lake,LK2,yellow perch,,1,84,88,5.7,august,summer,2023
lake,LK2,yellow perch,,1,129,135,20.4,august,summer,2023
lake,LK2,yellow perch,,1,122,128,18,august,summer,2023
lake,LK2,yellow perch,,1,91,96,5.7,august,summer,2023
lake,LK2,yellow perch,,1,81,86,4.9,august,summer,2023
lake,LK2,yellow perch,,1,87,92,5.3,august,summer,2023
lake,LK2,yellow perch,,1,90,95,8.1,august,summer,2023
lake,LK2,yellow perch,,1,113,118,15.4,august,summer,2023
lake,LK2,yellow perch,,1,98,104,9.1,august,summer,2023
lake,LK2,yellow perch,,1,92,97,7.1,august,summer,2023
lake,LK3,yellow perch,LK3-M23-YP-9,1,162,169,35.9,may,spring,2023
lake,LK3,yellow perch,,1,110,116,14.9,may,spring,2023
lake,Lk3,yellow perch,,1,106,112,11.7,may,spring,2023
lake,LK3,yellow perch,,1,69,73,2.9,may,spring,2023
lake,LK3,yellow perch,,1,108,113,10.3,may,spring,2023
lake,LK3,yellow perch,,1,85,89,6.6,may,spring,2023
lake,LK3,yellow perch,,1,150,157,35.4,may,spring,2023
lake,LK3,yellow perch,,1,74,99,7.2,may,spring,2023
lake,LK3,yellow perch,LK3-M23-yp-10,1,88,94,4.4,may,spring,2023
lake,LK3,yellow perch,,1,80,85,4,may,spring,2023
lake,LK3,yellow perch,,1,82,87,3,may,spring,2023
lake,LK3,yellow perch,,1,98,104,7.6,may,spring,2023
lake,LK3,yellow perch,,1,115,120,14,may,spring,2023
lake,LK3,yellow perch,,1,126,131,21.3,may,spring,2023
lake,LK3,yellow perch,,1,84,88,6.5,may,spring,2023
lake,LK3,yellow perch,,1,95,100,7.4,may,spring,2023
lake,LK3,yellow perch,,1,102,107,10.8,may,spring,2023
lake,LK3,yellow perch,,1,113,120,15.1,may,spring,2023
lake,LK3,yellow perch,,1,90,95,6.7,may,spring,2023
lake,LK3,yellow perch,,1,99,104,10.3,may,spring,2023
lake,LK3,yellow perch,,1,86,92,6.6,may,spring,2023
lake,LK3,yellow perch,,1,76,80,4,may,spring,2023
lake,LK3,yellow perch,,1,92,98,8.4,may,spring,2023
lake,LK3,yellow perch,,1,115,120,14.5,may,spring,2023
lake,LK3,yellow perch,,1,84,87,6.2,may,spring,2023
lake,LK3,yellow perch,,1,97,101,8.9,may,spring,2023
lake,LK3,yellow perch,,1,94,99,7.9,may,spring,2023
lake,LK3,yellow perch,,1,93,97,7.9,may,spring,2023
lake,LK3,yellow perch,,1,80,84,4.8,may,spring,2023
lake,LK3,yellow perch,,1,80,85,4.9,may,spring,2023
lake,LK3,yellow perch,,1,94,98,8.6,may,spring,2023
lake,LK3,yellow perch,LK3-M23-YP-11,1,87,92,6.3,may,spring,2023
lake,LK3,yellow perch,,1,83,87,6.2,may,spring,2023
lake,LK3,yellow perch,,1,85,89,4.5,may,spring,2023
lake,LK3,yellow perch,,1,100,105,7.7,may,spring,2023
lake,LK3,yellow perch,,1,75,79,3,may,spring,2023
lake,LK3,yellow perch,,1,120,131,17.8,october,fall,2023
lake,LK4,yellow perch,,1,106,112,8.4,august,summer,2023
lake,LK4,yellow perch,,1,107,112,11.2,august,summer,2023
lake,LK4,yellow perch,,1,88,94,4.8,august,summer,2023
lake,LK4,yellow perch,,1,105,109,9,august,summer,2023
lake,LK4,yellow perch,,1,76,83,5.3,august,summer,2023
lake,LK5,yellow perch,LK5-M23-YP-3,1,115,119,15.6,may,spring,2023
lake,LK5,yellow perch,,1,115,119,15.6,may,spring,2023
lake,LK5,yellow perch,,1,100,104,15.2,october,fall,2023
lake,LK5,yellow perch,,1,95,100,9,october,fall,2023
lake,LK5,yellow perch,,1,71,76,3.2,october,fall,2023
lake,LK5,yellow perch,,1,94,98,8,october,fall,2023
lake,LK6,yellow perch,,1,121,126,17.9,august,summer,2023
lake,LK6,yellow perch,,1,109,114,12,august,summer,2023
lake,LK6,yellow perch,,1,115,120,12.8,may,spring,2023
lake,LK6,yellow perch,,1,100,106,10.6,october,fall,2023
lake,LK6,yellow perch,,1,100,105,9.5,october,fall,2023
lake,LK6,yellow perch,,1,112,117,12.4,october,fall,2023
lake,LK6,yellow perch,,1,96,102,12.5,october,fall,2023
lake,LK6,yellow perch,,1,93,97,8.9,october,fall,2023
lake,LK6,yellow perch,,5,68,72,16.4,october,fall,2023
lake,LK7,yellow perch,LK7-M23-YP-1,1,81,84,3.4,may,spring,2023
lake,LK7,yellow perch,LK7-M23-YP-2,1,84,90,3.3,may,spring,2023
lake,Lk7,yellow perch,,1,81,84,3.4,may,spring,2023
lake,Lk7,yellow perch,,1,84,90,3.3,may,spring,2023
lake,LK8,yellow perch,,1,147,154,39.5,august,summer,2023
lake,LK8,yellow perch,,1,155,162,47.3,august,summer,2023
lake,LK8,yellow perch,,1,113,118,14.8,august,summer,2023
lake,LK8,yellow perch,,1,106,112,8.7,august,summer,2023
lake,LK8,yellow perch,,1,122,128,23,august,summer,2023
lake,LK8,yellow perch,,1,111,117,16.8,august,summer,2023
lake,LK8,yellow perch,,1,140,147,34.9,august,summer,2023
lake,LK8,yellow perch,,1,113,119,15.4,august,summer,2023
lake,LK8,yellow perch,,1,94,104,9.4,august,summer,2023
lake,LK8,yellow perch,,1,130,135,22.5,august,summer,2023
lake,LK8,yellow perch,,1,126,130,18.5,august,summer,2023
lake,LK8,yellow perch,,1,106,111,11.7,august,summer,2023
lake,LK8,yellow perch,,1,101,106,9,august,summer,2023
lake,LK8,yellow perch,,1,109,114,13.6,august,summer,2023
lake,LK8,yellow perch,,1,130,136,21.1,august,summer,2023
lake,LK8,yellow perch,,1,80,85,5.9,august,summer,2023
lake,LK8,yellow perch,,1,77,81,4.6,august,summer,2023
lake,LK8,yellow perch,,1,122,128,14.7,may,spring,2023
lake,LK8,yellow perch,,6,85,90,30.4,may,spring,2023
lake,LK8,yellow perch,,4,105,109,46.7,may,spring,2023
lake,LK8,yellow perch,,8,81,85,33.6,may,spring,2023
lake,LK8,yellow perch,,1,98,103,10,may,spring,2023
lake,LK8,yellow perch,,4,73,78,11.8,may,spring,2023
lake,LK8,yellow perch,,8,83,87,32.3,may,spring,2023
lake,LK8,yellow perch,,1,80,85,4.5,may,spring,2023
lake,LK8,yellow perch,,1,91,95,7.4,may,spring,2023
lake,LK8,yellow perch,,1,94,98,7.1,may,spring,2023
lake,LK8,yellow perch,,1,112,117,11.7,may,spring,2023
lake,LK8,yellow perch,,1,113,118,14.1,october,fall,2023
lake,LK8,yellow perch,,1,109,115,9.9,october,fall,2023
lake,LK8,yellow perch,,1,105,110,11.2,october,fall,2023
lake,LK8,yellow perch,,1,92,96,6.2,october,fall,2023
